"year","title","index","revised","url","tags"
2015,"Homeworld Remastered Collection",244160,"Homeworld_Remastered_Collection","https://store.steampowered.com/app/244160/Homeworld_Remastered_Collection/","Space,Strategy,RTS,Sci-fi,Classic,Great Soundtrack,Story Rich,Remake,Atmospheric,Multiplayer,Simulation,Tactical,Singleplayer,Moddable,Epic,Action,4X,Adventure,Female Protagonist,Masterpiece"
2015,"SOMA",282140,"SOMA","https://store.steampowered.com/app/282140/SOMA/","Horror,Atmospheric,Story Rich,Sci-fi,Psychological Horror,First-Person,Singleplayer,Survival Horror,Adventure,Underwater,Robots,Stealth,Indie,Puzzle,Great Soundtrack,Walking Simulator,Action,Survival,Gore,Moddable"
2015,"Grim Fandango Remastered",316790,"Grim_Fandango_Remastered","https://store.steampowered.com/app/316790/Grim_Fandango_Remastered/","Adventure,Classic,Point & Click,Story Rich,Comedy,Noir,Cult Classic,Great Soundtrack,Singleplayer,Remake,Atmospheric,Puzzle,Retro,Funny,Dark Humor,1990's,Masterpiece,Indie,Third Person,Difficult"
2015,"HELLDIVERS A New Hell Edition",394510,"HELLDIVERS_A_New_Hell_Edition","https://store.steampowered.com/app/394510/HELLDIVERS_A_New_Hell_Edition/",NA
2015,"Project CARS",234630,"Project_CARS","https://store.steampowered.com/app/234630/Project_CARS/","Racing,Simulation,Driving,Realistic,Multiplayer,Sports,Singleplayer,Physics,Atmospheric,First-Person,VR,Action,Controller,Open World,Third Person,Co-op,Arcade,TrackIR,Indie,Casual"
2015,"Duck Game",312530,"Duck_Game","https://store.steampowered.com/app/312530/Duck_Game/","Multiplayer,Action,Pixel Graphics,Funny,Local Multiplayer,2D,4 Player Local,Platformer,Indie,Retro,Comedy,Great Soundtrack,Shooter,Fast-Paced,Memes,Competitive,Local Co-Op,Co-op,Casual,1980s"
2015,"Resident Evil / biohazard HD REMASTER",304240,"Resident_Evil_/_biohazard_HD_REMASTER","https://store.steampowered.com/app/304240/Resident_Evil_/_biohazard_HD_REMASTER/","Survival Horror,Zombies,Horror,Classic,Remake,Atmospheric,Singleplayer,Survival,Puzzle,Action,Third Person,Adventure,Cult Classic,Female Protagonist,Story Rich,Difficult,Shooter,Gore,Great Soundtrack,Third-Person Shooter"
2015,"Shadowrun: Hong Kong - Extended Edition",346940,"Shadowrun_Hong_Kong___Extended_Edition","https://store.steampowered.com/app/346940/Shadowrun_Hong_Kong___Extended_Edition/","RPG,Cyberpunk,Turn-Based,Strategy,Story Rich,Isometric,Indie,Adventure,Singleplayer,Kickstarter,CRPG,Atmospheric,Turn-Based Tactics,Great Soundtrack,Sci-fi,Female Protagonist,Turn-Based Combat,Fantasy,Tactical,Action"
2015,"Galactic Civilizations III",226860,"Galactic_Civilizations_III","https://store.steampowered.com/app/226860/Galactic_Civilizations_III/","Strategy,Space,Turn-Based Strategy,4X,Sci-fi,Turn-Based,Multiplayer,Singleplayer,Grand Strategy,Simulation,Moddable,Exploration,Replay Value,Hex Grid,Open World,Indie,Lore-Rich,Sandbox,Adventure,Early Access"
2015,"Card Hunter",293260,"Card_Hunter","https://store.steampowered.com/app/293260/Card_Hunter/","Free to Play,Card Game,Board Game,RPG,Strategy,Turn-Based,Multiplayer,Co-op,Fantasy,Singleplayer,Tactical RPG,Turn-Based Strategy,Dungeon Crawler,Comedy,Indie,Tactical,Trading Card Game,Funny,Turn-Based Combat,Turn-Based Tactics"
2015,"Hand of Fate",266510,"Hand_of_Fate","https://store.steampowered.com/app/266510/Hand_of_Fate/","Card Game,RPG,Action,Rogue-like,Singleplayer,Indie,Fantasy,Adventure,Choose Your Own Adventure,Action RPG,Third Person,Rogue-lite,Difficult,Board Game,Atmospheric,Hack and Slash,Beat 'em up,Dungeon Crawler,Strategy"
